Ticker_Id,Indx_Members,Country,Year,Board size,Board independence,CEO duality,Board meeting attendance,Independence of audit committee,Auditor ratification,Independence of compensation committee,Independence of nomination committee,Shareholder approved poison pill,Dual class unequal voting rights of common shares,Staggered board,Diversity of board,Board duration,Corporate governance score,LogAsset,CAPEXByAsset,CashByAsset,DebtByAsset,PPNEByAsset,RNDByAsset
601988 CH,601988 CH Equity,China,2012,1,1,1,1,1,1,1,0,0,1,1,1,1,11,16.36,0.00,0.16,0.18,0.01,NA
601989 CH,601989 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,12.10,-0.02,0.26,0.38,0.23,0.00
601992 CH,601992 CH Equity,China,2012,1,0,1,1,1,1,1,1,0,0,1,0,1,9,11.33,-0.04,0.04,0.32,0.40,0.00
601997 CH,601997 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.57,-0.01,0.21,0.08,0.01,NA
601998 CH,601998 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,1,0,9,14.90,0.00,0.14,0.15,0.00,NA
603160 CH,603160 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.89,-0.01,0.62,0.00,0.03,0.07
603260 CH,603260 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44,NA,0.12,NA,0.67,0.01
603305 CH,603305 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
603589 CH,603589 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.03,-0.05,0.22,0.22,0.25,NA
603659 CH,603659 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603799 CH,603799 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,-0.18,0.17,0.38,0.40,0.01
603858 CH,603858 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.64,-0.10,0.26,0.04,0.16,0.03
603993 CH,603993 CH Equity,China,2012,1,1,1,1,1,1,0,1,0,0,1,0,1,9,9.66,-0.03,0.17,0.15,0.30,0.01
ABB IB,ABB IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.08,-0.03,0.01,0.05,0.18,0.00
ACC IB,ACC IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,11.69,-0.05,0.06,0.01,0.52,0.00
ACEM IB,ACEM IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,0,1,9,11.72,-0.06,0.18,0.00,0.52,0.00
ADSEZ IB,ADSEZ IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,0,1,7,12.47,-0.18,0.01,0.68,0.80,0.00
AL IB,AL IB Equity,India,2012,1,1,1,1,1,0,0,0,0,0,0,0,0,5,11.58,-0.07,0.00,0.29,0.47,0.03
APHS IB,APHS IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,1,1,10,10.66,-0.09,0.05,0.18,0.48,0.00
APNT IB,APNT IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,1,1,9,10.95,-0.10,0.04,0.06,0.32,0.01
ARBP IB,ARBP IB Equity,India,2012,1,1,1,1,1,1,1,0,0,1,0,0,1,9,11.04,-0.09,0.01,0.50,0.41,0.03
AXSB IB,AXSB IB Equity,India,2012,1,1,1,1,1,1,0,1,0,1,0,1,1,10,14.86,0.00,0.04,0.17,0.01,NA
BAF IB,BAF IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
BHARTI IB,BHARTI IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,1,1,8,14.27,-0.09,0.01,0.44,0.43,0.00
BHE IB,BHE IB Equity,India,2012,1,1,0,1,1,0,0,0,0,1,0,0,1,6,11.92,-0.02,0.45,0.00,0.04,0.00
BHEL IB,BHEL IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,1,0,7,13.42,-0.02,0.05,0.01,0.09,0.02
BHFC IB,BHFC IB Equity,India,2012,1,1,0,1,1,1,0,0,0,1,0,1,1,8,11.20,-0.13,0.09,0.33,0.42,0.00
BHIN IB,BHIN IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.37,-0.07,0.00,0.15,0.72,0.00
BJAUT IB,BJAUT IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.62,-0.03,0.11,0.00,0.13,0.01
BJFIN IB,BJFIN IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,0,1,9,13.30,0.00,0.02,0.15,0.01,NA
BJHI IB,BJHI IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,0,1,9,11.42,0.00,0.05,0.00,0.00,NA
BOB IB,BOB IB Equity,India,2012,1,1,0,1,0,0,0,0,0,1,0,1,0,5,15.34,0.00,0.05,0.17,0.01,NA
BOS IB,BOS IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.28,-0.08,0.02,0.03,0.16,0.01
BPCL IB,BPCL IB Equity,India,2012,1,0,0,1,1,0,1,0,0,1,0,0,1,6,13.56,-0.05,0.02,0.39,0.37,0.00
BRIT IB,BRIT IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,1,1,10,9.82,-0.14,0.03,0.33,0.34,0.00
CCRI IB,CCRI IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,1,1,9,11.08,-0.04,0.42,0.01,0.39,0.00
CDH IB,CDH IB Equity,India,2012,1,1,0,1,1,0,0,0,0,1,0,0,1,6,11.07,-0.20,0.07,0.36,0.35,0.06
CIPLA IB,CIPLA IB Equity,India,2012,1,1,0,1,1,0,0,0,0,1,0,0,0,5,11.45,-0.06,0.01,0.00,0.38,0.03
CLGT IB,CLGT IB Equity,India,2012,1,1,1,0,1,1,0,0,0,1,0,1,1,8,9.33,-0.09,0.17,0.00,0.29,0.00
COAL IB,COAL IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,1,1,8,13.88,-0.03,0.54,0.01,0.14,0.00
CROMPTON IB,CROMPTON IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
DABUR IB,DABUR IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,10.65,-0.06,0.10,0.26,0.21,0.00
DIVI IB,DIVI IB Equity,India,2012,1,1,0,1,1,1,1,0,0,1,0,0,1,8,10.22,-0.10,0.01,0.02,0.33,0.01
DLFU IB,DLFU IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,1,0,8,13.36,-0.01,0.02,0.40,0.43,0.00
DRRD IB,DRRD IB Equity,India,2012,1,1,1,1,1,1,1,1,0,1,0,1,1,11,11.64,-0.08,0.14,0.29,0.29,0.05
EIM IB,EIM IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,10.71,-0.18,0.18,0.01,0.28,0.00
EXID IB,EXID IB Equity,India,2012,1,1,1,0,1,0,1,0,0,1,0,1,1,8,10.58,-0.05,0.02,0.01,0.27,0.00
FB IB,FB IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,0,1,9,13.31,0.00,0.04,0.07,0.01,NA
GAIL IB,GAIL IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,0,1,7,13.08,-0.21,0.03,0.24,0.72,0.00
GCPL IB,GCPL IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.00,-0.03,0.08,0.31,0.07,0.00
GNP IB,GNP IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,1,1,8,10.98,-0.05,0.05,0.38,0.22,0.00
GRASIM IB,GRASIM IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,1,1,8,12.81,-0.12,0.01,0.19,0.48,0.00
HAVL IB,HAVL IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.64,-0.04,0.06,0.21,0.25,0.01
HCLT IB,HCLT IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,1,0,7,12.12,-0.05,0.04,0.12,0.14,0.01
HDFC IB,HDFC IB Equity,India,2012,1,1,1,1,1,0,0,1,0,1,0,1,1,9,14.57,0.00,0.03,0.57,0.00,NA
HDFCB IB,HDFCB IB Equity,India,2012,1,1,1,1,1,0,1,1,0,0,0,1,1,9,15.04,0.00,0.04,0.10,0.01,NA
HMCL IB,HMCL IB Equity,India,2012,1,1,1,1,1,0,1,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA
HNDL IB,HNDL IB Equity,India,2012,1,1,1,1,1,1,0,0,0,1,0,1,1,9,13.83,-0.12,0.03,0.40,0.42,0.00
HPCL IB,HPCL IB Equity,India,2012,1,1,0,1,1,0,0,0,0,1,0,1,1,7,13.66,-0.10,0.01,0.44,0.44,0.00
HUVR IB,HUVR IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,0,1,8,11.64,-0.02,0.09,0.00,0.21,0.01
ICICIBC IB,ICICIBC IB Equity,India,2012,1,1,1,1,1,0,0,1,0,1,0,1,1,9,15.61,0.00,0.03,0.29,0.01,NA
IDEA IB,IDEA IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,1,1,9,12.70,-0.15,0.00,0.41,0.64,0.00
IDFCBK IB,IDFCBK IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
IHFL IB,IHFL IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
IIB IB,IIB IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
INFO IB,INFO IB Equity,India,2012,1,1,1,1,1,1,1,1,0,1,0,1,1,11,12.86,-0.04,0.54,0.00,0.14,0.00
IOCL IB,IOCL IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,1,1,9,14.60,-0.08,0.00,0.36,0.36,0.00
ITC IB,ITC IB Equity,India,2012,1,1,0,1,1,1,1,1,0,1,0,0,1,9,12.61,-0.08,0.10,0.00,0.40,0.00
JSTL IB,JSTL IB Equity,India,2012,1,1,1,1,1,1,1,1,0,1,0,1,1,11,13.20,-0.08,0.06,0.38,0.65,NA
KKC IB,KKC IB Equity,India,2012,1,1,0,0,1,0,0,0,0,1,0,0,0,4,10.34,-0.07,0.07,0.00,0.16,0.02
KMB IB,KMB IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,0,0,7,13.74,0.00,0.02,0.33,0.01,NA
LICHF IB,LICHF IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,13.40,0.00,0.03,0.73,0.00,NA
LPC IB,LPC IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,1,0,7,11.29,-0.06,0.03,0.21,0.31,0.07
LT IB,LT IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,1,0,9,13.99,-0.06,0.03,0.40,0.19,0.00
MM IB,MM IB Equity,India,2012,1,1,1,1,1,1,1,1,0,1,0,0,1,10,13.37,-0.05,0.05,0.36,0.24,0.01
MMFS IB,MMFS IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,1,1,10,12.18,0.00,0.01,0.58,0.01,NA
MRCO IB,MRCO IB Equity,India,2012,1,1,0,1,1,0,1,1,0,1,0,1,1,9,10.17,-0.04,0.05,0.29,0.16,0.00
MRF IB,MRF IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,0,1,8,11.19,-0.09,0.01,0.23,0.46,0.00
MSIL IB,MSIL IB Equity,India,2012,1,1,1,0,1,0,0,0,0,1,0,1,0,6,12.35,-0.13,0.01,0.06,0.37,0.02
MSS IB,MSS IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,11.70,-0.09,0.04,0.38,0.41,0.00
NEST IB,NEST IB Equity,India,2012,1,1,0,1,1,0,0,0,0,1,0,1,0,6,10.85,-0.19,0.05,0.20,0.69,0.01
NMDC IB,NMDC IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
NTPC IB,NTPC IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,1,1,8,14.26,-0.08,0.01,0.39,0.65,0.00
ONGC IB,ONGC IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,1,1,8,14.66,-0.08,0.12,0.07,0.61,0.00
PIDI IB,PIDI IB Equity,India,2012,1,1,1,1,1,1,1,0,0,1,0,0,1,9,10.07,-0.07,0.12,0.06,0.39,NA
PIEL IB,PIEL IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,1,0,9,11.90,-0.02,0.00,0.14,0.08,0.00
PLNG IB,PLNG IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,0,6,NA,NA,NA,NA,NA,NA
PNB IB,PNB IB Equity,India,2012,1,1,0,1,0,0,0,0,0,1,0,1,0,5,15.36,0.00,0.04,0.13,0.01,NA
POWF IB,POWF IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,0,1,7,14.12,0.00,0.02,0.71,0.00,NA
PWGR IB,PWGR IB Equity,India,2012,1,0,0,1,1,0,0,0,0,1,0,1,1,6,13.73,-0.21,0.03,0.59,0.83,0.00
RECL IB,RECL IB Equity,India,2012,1,1,0,1,1,0,0,0,0,1,0,0,1,6,13.90,0.00,0.05,0.73,0.00,NA
RIL IB,RIL IB Equity,India,2012,1,1,0,1,1,0,1,1,0,1,0,0,1,8,15.00,-0.05,0.10,0.28,0.34,0.00
SBIN IB,SBIN IB Equity,India,2012,1,1,1,1,0,0,0,0,0,1,0,0,0,5,16.72,0.00,0.04,0.11,0.00,NA
SHTF IB,SHTF IB Equity,India,2012,1,1,1,1,1,0,1,1,0,1,0,0,1,9,12.82,0.00,0.14,0.65,0.00,NA
SIEM IB,SIEM IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,0,0,7,11.58,-0.04,0.09,0.00,0.14,0.00
SRCM IB,SRCM IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
SUNP IB,SUNP IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,12.01,-0.04,0.11,0.02,0.18,0.03
TATA IB,TATA IB Equity,India,2012,1,1,1,1,1,1,0,1,0,0,0,0,1,8,14.20,-0.08,0.07,0.41,0.40,0.00
TCS IB,TCS IB Equity,India,2012,1,1,1,1,1,0,0,1,0,1,0,1,0,8,12.93,-0.05,0.14,0.00,0.15,0.00
TECHM IB,TECHM IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,0,1,8,11.14,-0.04,0.03,0.16,0.12,0.00
TGBL IB,TGBL IB Equity,India,2012,1,1,1,0,1,0,1,0,0,1,0,1,1,8,11.32,-0.02,0.09,0.11,0.07,0.00
TPWR IB,TPWR IB Equity,India,2012,1,1,1,1,1,0,0,1,0,1,0,0,1,8,13.33,-0.09,0.06,0.55,0.57,0.00
TTAN IB,TTAN IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,1,1,8,10.76,-0.03,0.05,0.00,0.08,0.00
TTCH IB,TTCH IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,12.16,-0.04,0.09,0.31,0.26,0.00
TTMT IB,TTMT IB Equity,India,2012,1,1,1,1,1,0,0,1,0,0,0,0,0,6,14.19,-0.10,0.11,0.35,0.21,0.01
TTMT/A IB,TTMT/A IB Equity,India,2012,1,1,1,1,1,0,0,1,0,0,0,0,0,6,14.19,-0.10,0.11,0.35,0.21,0.01
TVSL IB,TVSL IB Equity,India,2012,1,1,0,1,1,0,0,0,0,1,0,0,1,6,10.41,-0.14,0.04,0.39,0.50,0.04
UPLL IB,UPLL IB Equity,India,2012,1,1,0,0,1,1,1,0,0,1,0,1,1,8,11.55,-0.05,0.07,0.30,0.13,0.00
UTCEM IB,UTCEM IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,1,1,8,12.43,-0.13,0.01,0.24,0.59,0.00
VEDL IB,VEDL IB Equity,India,2012,1,1,1,1,1,0,1,0,0,1,0,0,1,8,12.23,-0.04,0.00,0.18,0.11,0.00
VKI IB,VKI IB Equity,India,2012,1,1,0,1,1,0,1,0,0,1,0,0,1,7,9.32,-0.34,0.01,0.33,0.45,0.00
WPRO IB,WPRO IB Equity,India,2012,1,1,0,1,1,1,1,1,0,1,0,0,1,9,12.99,-0.03,0.18,0.14,0.14,0.00
YES IB,YES IB Equity,India,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.51,0.00,0.03,0.19,0.00,NA
Z IB,Z IB Equity,India,2012,1,1,1,1,1,0,0,0,0,1,0,0,1,7,10.67,-0.02,0.08,0.00,0.06,0.00
ADHI IJ,ADHI IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.88,-0.01,0.12,0.10,0.03,0.00
ADRO IJ,ADRO IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,0,0,0,5,8.80,-0.07,0.08,0.25,0.56,0.00
AKRA IJ,AKRA IJ Equity,Indonesia,2012,0,0,1,1,0,0,0,0,0,1,1,0,1,5,16.28,-0.09,0.16,0.26,0.30,0.00
ANTM IJ,ANTM IJ Equity,Indonesia,2012,1,1,1,1,1,0,1,1,0,1,0,0,0,8,16.80,-0.13,0.20,0.24,0.31,0.00
ASII IJ,ASII IJ Equity,Indonesia,2012,1,1,1,1,1,0,0,0,0,1,0,0,0,6,19.02,-0.06,0.06,0.31,0.27,0.00
BBCA IJ,BBCA IJ Equity,Indonesia,2012,1,1,1,1,1,0,0,0,0,1,1,0,1,8,19.91,-0.01,0.10,0.01,0.01,NA
BBNI IJ,BBNI IJ Equity,Indonesia,2012,1,1,1,1,0,0,1,1,0,1,0,0,0,7,19.62,0.00,0.11,0.05,0.01,NA
BBRI IJ,BBRI IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,0,1,1,7,20.13,0.00,0.12,0.03,0.01,NA
BBTN IJ,BBTN IJ Equity,Indonesia,2012,1,1,1,0,1,0,0,0,0,1,0,1,0,6,18.53,0.00,0.07,0.15,0.01,NA
BJBR IJ,BJBR IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.08,0.00,0.09,0.16,0.01,NA
BMRI IJ,BMRI IJ Equity,Indonesia,2012,1,1,1,1,0,0,1,1,0,1,0,1,0,8,20.29,0.00,0.08,0.07,0.01,NA
BMTR IJ,BMTR IJ Equity,Indonesia,2012,1,1,1,1,1,0,0,0,0,1,0,0,0,6,16.81,-0.07,0.05,0.17,0.19,0.00
BRPT IJ,BRPT IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.66,-0.04,0.07,0.25,0.62,0.00
BSDE IJ,BSDE IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,0,1,0,6,16.63,0.00,0.24,0.07,0.45,0.00
BUMI IJ,BUMI IJ Equity,Indonesia,2012,1,1,1,0,0,0,0,1,0,1,1,1,1,8,8.90,-0.05,0.01,0.58,0.30,0.00
EXCL IJ,EXCL IJ Equity,Indonesia,2012,1,1,1,0,0,0,0,0,0,1,0,1,1,6,17.38,-0.29,0.02,0.38,0.84,0.00
GGRM IJ,GGRM IJ Equity,Indonesia,2012,0,1,1,0,0,0,0,0,0,1,0,1,1,5,17.54,-0.09,0.03,0.20,0.25,0.00
HMSP IJ,HMSP IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.08,-0.03,0.03,0.09,0.16,0.00
ICBP IJ,ICBP IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,1,0,1,7,16.70,-0.08,0.31,0.07,0.22,0.00
INCO IJ,INCO IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,1,1,1,8,7.75,-0.06,0.07,0.11,0.70,0.00
INDF IJ,INDF IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,0,0,0,5,17.90,-0.07,0.22,0.26,0.38,0.00
INDY IJ,INDY IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.76,-0.10,0.15,0.44,0.32,0.00
INTP IJ,INTP IJ Equity,Indonesia,2012,1,1,1,1,1,0,0,0,0,1,1,0,0,7,16.94,-0.04,0.46,0.01,0.35,NA
JSMR IJ,JSMR IJ Equity,Indonesia,2012,1,1,1,0,0,0,0,0,0,1,1,0,0,5,17.02,-0.11,0.17,0.34,0.77,0.00
KLBF IJ,KLBF IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,1,0,1,7,16.06,-0.08,0.20,0.02,0.24,0.01
LPKR IJ,LPKR IJ Equity,Indonesia,2012,1,1,1,1,0,0,1,1,0,1,1,1,1,10,17.03,-0.04,0.13,0.24,0.14,0.00
LPPF IJ,LPPF IJ Equity,Indonesia,2012,1,0,1,1,0,0,0,0,0,1,1,0,1,6,14.89,-0.08,0.34,1.01,0.24,0.00
MNCN IJ,MNCN IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,0,0,0,0,4,16.01,-0.03,0.06,0.08,0.11,0.00
MYRX IJ,MYRX IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.87,-0.07,0.00,0.49,0.27,0.00
PGAS IJ,PGAS IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,0,0,0,5,8.27,-0.04,0.40,0.24,0.43,0.00
PTBA IJ,PTBA IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,0,1,0,1,6,16.36,-0.05,0.46,0.00,0.16,0.00
PTPP IJ,PTPP IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.96,-0.01,0.15,0.13,0.01,0.00
PWON IJ,PWON IJ Equity,Indonesia,2012,0,1,1,0,0,0,0,0,0,0,0,1,0,3,15.84,-0.04,0.17,0.25,0.15,0.00
SCMA IJ,SCMA IJ Equity,Indonesia,2012,0,1,1,1,0,0,0,0,0,1,1,0,0,5,15.16,-0.03,0.28,0.00,0.19,0.00
SMGR IJ,SMGR IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,1,0,1,7,17.10,-0.13,0.11,0.14,0.63,0.00
SRIL IJ,SRIL IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.10,-0.18,0.02,0.47,0.50,0.00
SSMS IJ,SSMS IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.56,-0.12,0.20,0.62,0.70,NA
TLKM IJ,TLKM IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,1,0,1,7,18.53,-0.07,0.12,0.16,0.69,0.00
TPIA IJ,TPIA IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.43,-0.05,0.07,0.21,0.58,0.00
TRAM IJ,TRAM IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.82,-0.16,0.04,0.50,0.56,0.00
UNTR IJ,UNTR IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,1,0,1,7,17.73,-0.10,0.08,0.10,0.51,0.00
UNVR IJ,UNVR IJ Equity,Indonesia,2012,1,1,1,1,0,0,0,0,0,1,0,0,1,6,16.30,-0.09,0.02,0.09,0.52,0.00
WIKA IJ,WIKA IJ Equity,Indonesia,2012,1,0,1,1,0,0,0,0,0,1,0,0,0,4,16.22,-0.05,0.14,0.11,0.16,0.00
WSBP IJ,WSBP IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
WSKT IJ,WSKT IJ Equity,Indonesia,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.94,-0.01,0.26,0.23,0.03,0.00
1605 JT,1605 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.94,-0.02,0.09,0.10,0.13,0.00
1878 JT,1878 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13.25,-0.01,0.39,0.22,0.14,0.00
1925 JT,1925 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.55,-0.05,0.12,0.20,0.36,0.00
1928 JT,1928 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.18,-0.02,0.12,0.18,0.24,0.00
2502 JT,2502 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,1,1,1,1,1,7,14.36,-0.02,0.02,0.30,0.34,0.01
2503 JT,2503 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.90,-0.03,0.03,0.35,0.26,0.02
2802 JT,2802 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,1,1,1,6,13.91,-0.04,0.14,0.12,0.35,0.03
2914 JT,2914 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,1,1,1,6,15.11,-0.03,0.11,0.14,0.17,0.01
3382 JT,3382 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,0,1,4,15.17,-0.05,0.18,0.19,0.34,0.00
3402 JT,3402 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.27,-0.05,0.05,0.30,0.36,0.03
3407 JT,3407 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,1,1,1,0,1,6,14.16,-0.05,0.07,0.13,0.30,0.05
4063 JT,4063 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,1,1,1,0,1,6,14.41,-0.04,0.13,0.01,0.33,0.02
4188 JT,4188 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.97,-0.04,0.04,0.37,0.33,0.04
4452 JT,4452 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,1,0,1,5,13.81,-0.04,0.09,0.12,0.24,0.05
4502 JT,4502 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,1,1,5,15.09,-0.02,0.06,0.16,0.14,0.08
4503 JT,4503 JT Equity,Japan,2012,1,1,1,0,0,0,0,0,0,1,1,1,1,7,14.15,-0.03,0.15,0.00,0.14,0.14
4507 JT,4507 JT Equity,Japan,2012,1,1,1,0,0,0,0,0,0,1,1,0,1,6,13.17,-0.04,0.04,0.18,0.14,0.10
4523 JT,4523 JT Equity,Japan,2012,1,1,1,1,1,0,1,1,1,1,1,1,1,12,13.82,-0.01,0.10,0.35,0.14,0.12
4528 JT,4528 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,0,1,4,12.99,0.00,0.05,0.00,0.11,0.10
4568 JT,4568 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.23,-0.04,0.08,0.18,0.17,0.12
4578 JT,4578 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.33,-0.02,0.25,0.04,0.15,0.10
4661 JT,4661 JT Equity,Japan,2012,1,0,1,0,0,0,0,0,0,1,0,1,1,5,13.34,-0.04,0.11,0.24,0.72,0.00
4755 JT,4755 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.64,0.00,0.12,0.17,0.01,0.00
4901 JT,4901 JT Equity,Japan,2012,1,0,0,0,0,0,0,0,1,1,1,0,1,5,14.82,-0.04,0.09,0.07,0.20,0.06
